audio,audio_filepath,data_type,transcription
828296631_469329_469336_29161,/train/date/voices/828296631_469329_469336_29161.ogg,dat,05.10.2024
1878274529_458839_458846_28046,/train/date/voices/1878274529_458839_458846_28046.ogg,dat,
1297961140_462207_462219_30217,/train/date/voices/1297961140_462207_462219_30217.ogg,dat,30 Noyabr 2012
815993798_456651_456660_27420,/train/date/voices/815993798_456651_456660_27420.ogg,dat,1962-ci ilin yüqun 28-ci
5440156582_424934_424935_28794,/train/date/voices/5440156582_424934_424935_28794.ogg,dat,Martın 14-ü 1998-ci il
2016758610_468556_468561_31894,/train/date/voices/2016758610_468556_468561_31894.ogg,dat,34'ün Avgustayı
1269496718_442307_442310_29604,/train/date/voices/1269496718_442307_442310_29604.ogg,dat,"Собирал-то, собрал-то, Миндоку из кирпича."
619589413_435363_435367_30812,/train/date/voices/619589413_435363_435367_30812.ogg,dat,25 fevral 2000
919361428_429742_429745_31321,/train/date/voices/919361428_429742_429745_31321.ogg,dat,98-ci fevral ayı
1043664892_430122_430125_28583,/train/date/voices/1043664892_430122_430125_28583.ogg,dat,APREL'İN 9'U 1913. İL
1128232293_448187_448198_29570,/train/date/voices/1128232293_448187_448198_29570.ogg,dat,25.01.1924
1878274529_453833_453841_28242,/train/date/voices/1878274529_453833_453841_28242.ogg,dat,Aprilin 11-i 1997-ci il.
527731854_460033_460038_31494,/train/date/voices/527731854_460033_460038_31494.ogg,dat,94'ün dekabr ayı
5196964268_467690_467694_31866,/train/date/voices/5196964268_467690_467694_31866.ogg,dat,Otuz Çınmayay
1201653758_476497_476513_28733,/train/date/voices/1201653758_476497_476513_28733.ogg,dat,Майын 12-сі 1996-ын жил.
1043664892_429119_429120_30887,/train/date/voices/1043664892_429119_429120_30887.ogg,dat,1 dekabr 1966
1268975918_425102_425103_29844,/train/date/voices/1268975918_425102_425103_29844.ogg,dat,26.02.1949
976055738_454171_454180_31114,/train/date/voices/976055738_454171_454180_31114.ogg,dat,24 تكاور من 957
828296631_448248_448255_30769,/train/date/voices/828296631_448248_448255_30769.ogg,dat,7 fevral 1902
1051072005_433308_433313_30834,/train/date/voices/1051072005_433308_433313_30834.ogg,dat,2 İYUL 1929
892642911_473759_473770_31647,/train/date/voices/892642911_473759_473770_31647.ogg,dat,Əllə birin mayayı
568204248_440414_440419_29524,/train/date/voices/568204248_440414_440419_29524.ogg,dat,18.09.1980
671891258_422142_422145_28801,/train/date/voices/671891258_422142_422145_28801.ogg,dat,Fevral'ın 4'ü 2005. il
575298922_418264_418265_30622,/train/date/voices/575298922_418264_418265_30622.ogg,dat,23 Mart 2016
1150481435_416787_416788_28162,/train/date/voices/1150481435_416787_416788_28162.ogg,dat,Iyunun 19.1963.il
1347919237_479413_479424_28221,/train/date/voices/1347919237_479413_479424_28221.ogg,dat,Mayın 12'si 1976. yıl.
815993798_472525_472542_27889,/train/date/voices/815993798_472525_472542_27889.ogg,dat,1918. Yılın Yavruların Biri
671891258_476224_476239_28701,/train/date/voices/671891258_476224_476239_28701.ogg,dat,Mayın 14'ü 1932. il
1051072005_444165_444166_32037,/train/date/voices/1051072005_444165_444166_32037.ogg,dat,21 Mart ayı
910545275_415619_415620_29404,/train/date/voices/910545275_415619_415620_29404.ogg,dat,26.01.1950
1043664892_429698_429699_27599,/train/date/voices/1043664892_429698_429699_27599.ogg,dat,1913. yılın aprilin 11'i
1051072005_432929_432930_30262,/train/date/voices/1051072005_432929_432930_30262.ogg,dat,9 иыл мин 9 кәрпеш
1082554792_428437_428438_31058,/train/date/voices/1082554792_428437_428438_31058.ogg,dat,دوخ گز دویاور چندان انزیل
527731854_465533_465543_28679,/train/date/voices/527731854_465533_465543_28679.ogg,dat,Yanvarın 10-nu 1978-ci il
5196964268_423254_423255_28579,/train/date/voices/5196964268_423254_423255_28579.ogg,dat,APRELİN 24-Ü 1916-CI İL
1201653758_461717_461723_29671,/train/date/voices/1201653758_461717_461723_29671.ogg,dat,01-03-1978
763941567_459366_459375_30249,/train/date/voices/763941567_459366_459375_30249.ogg,dat,6 Mart 2011
1229817727_455416_455426_28779,/train/date/voices/1229817727_455416_455426_28779.ogg,dat,Yanın 10-nu 1965-ci il
5028632961_418941_418942_29268,/train/date/voices/5028632961_418941_418942_29268.ogg,dat,26.01.1917
1128232293_466061_466077_27865,/train/date/voices/1128232293_466061_466077_27865.ogg,dat,1976-cı ilin fevralın 10-u
1150481435_415919_415920_27721,/train/date/voices/1150481435_415919_415920_27721.ogg,dat,2006-cı ilin oktyabrın 26-sı
1878274529_450399_450406_27650,/train/date/voices/1878274529_450399_450406_27650.ogg,dat,1928-ci ilin eyununun 27-si
1347919237_442685_442692_31717,/train/date/voices/1347919237_442685_442692_31717.ogg,dat,21 Dekabr ayı
1229817727_458600_458609_28134,/train/date/voices/1229817727_458600_458609_28134.ogg,dat,1951-ci ilin sentyabrın 5-i
671891258_470008_470022_29021,/train/date/voices/671891258_470008_470022_29021.ogg,dat,Noyabrin 12-si 1949-cu il
1347919237_480117_480124_29918,/train/date/voices/1347919237_480117_480124_29918.ogg,dat,26.03.1909
329749591_486651_486652_31607,/train/date/voices/329749591_486651_486652_31607.ogg,dat,73. İYUN AĞI
527731854_455942_455977_29301,/train/date/voices/527731854_455942_455977_29301.ogg,dat,23.01.1966
763941567_457469_457474_31411,/train/date/voices/763941567_457469_457474_31411.ogg,dat,الیبیشین ایوان
912272968_433773_433776_30629,/train/date/voices/912272968_433773_433776_30629.ogg,dat,29 YUL 2004
671891258_464017_464026_29159,/train/date/voices/671891258_464017_464026_29159.ogg,dat,1308-1984
5028632961_421211_421213_27713,/train/date/voices/5028632961_421211_421213_27713.ogg,dat,2012-ci ilin martın 20-si
1878274529_450386_450392_32120,/train/date/voices/1878274529_450386_450392_32120.ogg,dat,94-dən sentyabr ayı.
1082554792_447319_447322_31601,/train/date/voices/1082554792_447319_447322_31601.ogg,dat,52 فبراير
329749591_487180_487181_31163,/train/date/voices/329749591_487180_487181_31163.ogg,dat,Autospish in my eye.
314849420_450310_450319_28555,/train/date/voices/314849420_450310_450319_28555.ogg,dat,"Mart'ın 31'i, 2015. il."
671891258_421976_421980_31830,/train/date/voices/671891258_421976_421980_31830.ogg,dat,12'nin Ok Diabra'yı
568204248_437804_437810_30455,/train/date/voices/568204248_437804_437810_30455.ogg,dat,8-ci il 1999
568204248_438460_438463_30662,/train/date/voices/568204248_438460_438463_30662.ogg,dat,1 APREL 2015
705098248_420695_420698_31573,/train/date/voices/705098248_420695_420698_31573.ogg,dat,18-ci növbə
1043664892_428661_428662_30252,/train/date/voices/1043664892_428661_428662_30252.ogg,dat,25 Mart 2020
1013880018_450750_450754_29007,/train/date/voices/1013880018_450750_450754_29007.ogg,dat,İYUN 15'İ 2012. YIL
713611046_437800_437805_31042,/train/date/voices/713611046_437800_437805_31042.ogg,dat,13 noyabr 1940
2016758610_474366_474377_31799,/train/date/voices/2016758610_474366_474377_31799.ogg,dat,2005-in iyul ayı
860296669_436875_436886_29613,/train/date/voices/860296669_436875_436886_29613.ogg,dat,19.08.2005
1082554792_450766_450802_29324,/train/date/voices/1082554792_450766_450802_29324.ogg,dat,06.09.1986
1201653758_442940_442941_28607,/train/date/voices/1201653758_442940_442941_28607.ogg,dat,Oktayabrın 14'ü 1909. yıl
809763511_484204_484208_27496,/train/date/voices/809763511_484204_484208_27496.ogg,dat,1927-ci ilin martın 2-si
1269496718_433279_433282_29034,/train/date/voices/1269496718_433279_433282_29034.ogg,dat,"Maien, 5 de janeiro de 1988."
1347919237_483149_483155_30992,/train/date/voices/1347919237_483149_483155_30992.ogg,dat,24 dekabr 1961
1269496718_441361_441370_31120,/train/date/voices/1269496718_441361_441370_31120.ogg,dat,5 cent yavrum 1962
976055738_449878_449887_27383,/train/date/voices/976055738_449878_449887_27383.ogg,dat,1963 үлің октябұрын 31-і.
828296631_471393_471403_27855,/train/date/voices/828296631_471393_471403_27855.ogg,dat,1904. ilin aprelin 24'ü
671891258_475859_475868_31439,/train/date/voices/671891258_475859_475868_31439.ogg,dat,56'nın Mart ayı.
341881303_441057_441059_32095,/train/date/voices/341881303_441057_441059_32095.ogg,dat,55'in Mart ayı.
5196964268_423155_423156_31592,/train/date/voices/5196964268_423155_423156_31592.ogg,dat,35'in Mart ayı
892642911_469846_469858_30287,/train/date/voices/892642911_469846_469858_30287.ogg,dat,9 Mart 23
892642911_423895_423897_27942,/train/date/voices/892642911_423895_423897_27942.ogg,dat,1977. Mart'ın 11'i
763941567_458021_458024_28750,/train/date/voices/763941567_458021_458024_28750.ogg,dat,Aprelin 5-i 1959-cu il
1051072005_432943_432946_28264,/train/date/voices/1051072005_432943_432946_28264.ogg,dat,İYILIN 15'İ 1903. İL
2016758610_469862_469872_28799,/train/date/voices/2016758610_469862_469872_28799.ogg,dat,MARTIN 18-İ 1935-Cİ İL
892642911_452147_452188_29506,/train/date/voices/892642911_452147_452188_29506.ogg,dat,24.03.1990
809763511_462027_462033_27220,/train/date/voices/809763511_462027_462033_27220.ogg,dat,2019 yılın 15'i
640339050_417096_417097_29566,/train/date/voices/640339050_417096_417097_29566.ogg,dat,07.10.1977
341881303_442276_442279_27633,/train/date/voices/341881303_442276_442279_27633.ogg,dat,1921. Mart'ın 23'ü.
539261624_462152_462168_28796,/train/date/voices/539261624_462152_462168_28796.ogg,dat,15 Oktyabr 1971.
2016758610_474734_474745_29646,/train/date/voices/2016758610_474734_474745_29646.ogg,dat,1506.935
1201653758_471757_471770_30024,/train/date/voices/1201653758_471757_471770_30024.ogg,dat,06.04.1931
912272968_436652_436657_30250,/train/date/voices/912272968_436652_436657_30250.ogg,dat,16 APRİEL 1923
892642911_423657_423658_31568,/train/date/voices/892642911_423657_423658_31568.ogg,dat,11'in fevral ayı
1201653758_465762_465775_31551,/train/date/voices/1201653758_465762_465775_31551.ogg,dat,72'nin Dekabr ayı
671891258_469379_469404_27501,/train/date/voices/671891258_469379_469404_27501.ogg,dat,1926-cu ilin sentyabrın 7-si
5196964268_443358_443359_27245,/train/date/voices/5196964268_443358_443359_27245.ogg,dat,1936-ын зелен ноябрын 23-і.
815993798_469432_469440_28493,/train/date/voices/815993798_469432_469440_28493.ogg,dat,Fevralın 22.917.
527731854_458868_458873_29737,/train/date/voices/527731854_458868_458873_29737.ogg,dat,16.06.1908
910545275_415835_415836_27625,/train/date/voices/910545275_415835_415836_27625.ogg,dat,2007.yılın dekabrın 31'i
1009209372_485599_485602_29958,/train/date/voices/1009209372_485599_485602_29958.ogg,dat,1-0-5-19-7
809763511_473776_473789_31722,/train/date/voices/809763511_473776_473789_31722.ogg,dat,65-ci Sənti Abraiv
1043664892_430401_430404_29645,/train/date/voices/1043664892_430401_430404_29645.ogg,dat,0601948
815993798_473833_473847_29924,/train/date/voices/815993798_473833_473847_29924.ogg,dat,11.09.1999
1051072005_433025_433026_29927,/train/date/voices/1051072005_433025_433026_29927.ogg,dat,15.03.1935
860296669_430738_430739_30308,/train/date/voices/860296669_430738_430739_30308.ogg,dat,30 fevral 1978
954206432_432983_432988_28753,/train/date/voices/954206432_432983_432988_28753.ogg,dat,"1 февраля, 1915 год."
575298922_446651_446656_28719,/train/date/voices/575298922_446651_446656_28719.ogg,dat,Iyunun 12si 1939uncu il
341881303_441782_441785_28927,/train/date/voices/341881303_441782_441785_28927.ogg,dat,Oktu Yavrın 25'i 1946. İl
671891258_467571_467578_29124,/train/date/voices/671891258_467571_467578_29124.ogg,dat,İn 14 1974.
640339050_481378_481393_29137,/train/date/voices/640339050_481378_481393_29137.ogg,dat,SENTİAVRIN 16-SI 1988-Cİ İL
640339050_478994_479008_31322,/train/date/voices/640339050_478994_479008_31322.ogg,dat,52'nin April ayı
619589413_440892_440894_32099,/train/date/voices/619589413_440892_440894_32099.ogg,dat,2001'in yul ayı
619589413_436733_436741_30460,/train/date/voices/619589413_436733_436741_30460.ogg,dat,26 декабря 1966 года
619589413_446876_446881_30335,/train/date/voices/619589413_446876_446881_30335.ogg,dat,24 Yanvar 1970
671891258_474122_474135_28789,/train/date/voices/671891258_474122_474135_28789.ogg,dat,Mayın 29'u 1957. yıl
5028632961_419092_419093_28578,/train/date/voices/5028632961_419092_419093_28578.ogg,dat,Yanvarın 28-ci 2003-cü il
828296631_468446_468456_29814,/train/date/voices/828296631_468446_468456_29814.ogg,dat,31.05.1972
568204248_435639_435643_30858,/train/date/voices/568204248_435639_435643_30858.ogg,dat,14 may 1918
1051072005_444292_444293_31806,/train/date/voices/1051072005_444292_444293_31806.ogg,dat,66'nın Mart ayı
426881765_465636_465662_31303,/train/date/voices/426881765_465636_465662_31303.ogg,dat,52'nin yanvar ayı
5196964268_476510_476591_28040,/train/date/voices/5196964268_476510_476591_28040.ogg,dat,"1958-ci ilin, iyulun 10-u"
892642911_424165_424166_28087,/train/date/voices/892642911_424165_424166_28087.ogg,dat,1976-cı ilin sentyabrın 17-si
919361428_427913_427914_28500,/train/date/voices/919361428_427913_427914_28500.ogg,dat,Oktiabr'ın 10'u 1922. yıl.
640339050_481576_481587_30598,/train/date/voices/640339050_481576_481587_30598.ogg,dat,19 ноябр 1926
713611046_477358_477372_27631,/train/date/voices/713611046_477358_477372_27631.ogg,dat,2012 yılın 20'i
910545275_414889_414890_29784,/train/date/voices/910545275_414889_414890_29784.ogg,dat,05102022
1150481435_415962_415963_28389,/train/date/voices/1150481435_415962_415963_28389.ogg,dat,Mart'ın 19'u 1981. yıl.
5591209497_453264_453277_28253,/train/date/voices/5591209497_453264_453277_28253.ogg,dat,SİNTSİABIRIN 7-Sİ 1972-Cİ İL
1268975918_425823_425824_31118,/train/date/voices/1268975918_425823_425824_31118.ogg,dat,9 мая 1943 года.
919361428_429956_429959_29423,/train/date/voices/919361428_429956_429959_29423.ogg,dat,11.03.1913
713611046_481747_481765_27642,/train/date/voices/713611046_481747_481765_27642.ogg,dat,1942. Oktyabr 20.
1150481435_413523_413524_29743,/train/date/voices/1150481435_413523_413524_29743.ogg,dat,08.07.1927
426881765_465996_466012_30922,/train/date/voices/426881765_465996_466012_30922.ogg,dat,11 Noyabır 1918
1051072005_434505_434508_29988,/train/date/voices/1051072005_434505_434508_29988.ogg,dat,25.09.2008
329749591_486889_486890_28942,/train/date/voices/329749591_486889_486890_28942.ogg,dat,Iyunun 16'sı 1934. yıl
1043664892_430463_430464_28374,/train/date/voices/1043664892_430463_430464_28374.ogg,dat,Bayaq burun 31.09.82-ci il.
341881303_441664_441667_31290,/train/date/voices/341881303_441664_441667_31290.ogg,dat,53. İyuna'yı
1201653758_469381_469495_30407,/train/date/voices/1201653758_469381_469495_30407.ogg,dat,22 Avgust 2005
341881303_440119_440122_31674,/train/date/voices/341881303_440119_440122_31674.ogg,dat,91 апреля.
892642911_424137_424138_28186,/train/date/voices/892642911_424137_424138_28186.ogg,dat,SENTİABRON 7'si 1931. İL
527731854_462008_462045_30031,/train/date/voices/527731854_462008_462045_30031.ogg,dat,19.09.1907
1297961140_460339_460342_32079,/train/date/voices/1297961140_460339_460342_32079.ogg,dat,12'nin dekabırayı.
568204248_434985_434987_32074,/train/date/voices/568204248_434985_434987_32074.ogg,dat,Күрхішін сентабрая
527731854_461815_461824_27159,/train/date/voices/527731854_461815_461824_27159.ogg,dat,1923. ile Sentiabrın 29.
763941567_458750_458755_27767,/train/date/voices/763941567_458750_458755_27767.ogg,dat,2018. Yüzyılın 21. Sentimbran
713611046_453621_453631_31796,/train/date/voices/713611046_453621_453631_31796.ogg,dat,25'in dekabr ayı
329749591_485718_485725_31162,/train/date/voices/329749591_485718_485725_31162.ogg,dat,2000'in Mart ayı.
2016758610_431874_431879_28680,/train/date/voices/2016758610_431874_431879_28680.ogg,dat,Yanvarın ikisi 1956-cı il
1051072005_442584_442585_31045,/train/date/voices/1051072005_442584_442585_31045.ogg,dat,7 августа 1916 года
815993798_451608_451611_32134,/train/date/voices/815993798_451608_451611_32134.ogg,dat,86-nın avqustayı
1082554792_449043_449049_30721,/train/date/voices/1082554792_449043_449049_30721.ogg,dat,27 noyabr 1908
1268975918_425306_425307_28880,/train/date/voices/1268975918_425306_425307_28880.ogg,dat,Səntyabrın 30-u 1927-ci il
1150481435_414200_414205_29986,/train/date/voices/1150481435_414200_414205_29986.ogg,dat,02.10.1991
1347919237_478115_478132_32151,/train/date/voices/1347919237_478115_478132_32151.ogg,dat,28-ci mart ayı
1043664892_428737_428738_31864,/train/date/voices/1043664892_428737_428738_31864.ogg,dat,26-ны сентябрай.
619589413_441058_441061_31562,/train/date/voices/619589413_441058_441061_31562.ogg,dat,2009'un noyabrı ayı.
1878274529_450042_450046_31774,/train/date/voices/1878274529_450042_450046_31774.ogg,dat,Құрғы ишінің мұртайым.
671891258_471755_471765_29185,/train/date/voices/671891258_471755_471765_29185.ogg,dat,23.06.1929
619589413_439096_439099_27762,/train/date/voices/619589413_439096_439099_27762.ogg,dat,1961. yılın fevralın 4'ü
527731854_466529_466535_29397,/train/date/voices/527731854_466529_466535_29397.ogg,dat,0-4-10-1915
